title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM-GC3.1,Expression HadGEM-GC5,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM 1-3,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable aerosol.eminh3.tavg-u-hxy-u.mon.GLB (AERmon.eminh3),323,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/323,mon aerosol CMIP6 approved,eminh3_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_ammonia_due_to_emission,,area: areacella,area: time: mean,Integrate 3D emission field vertically to 2d field.,longitude latitude time,mon,Total Emission Rate of NH3,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,m01s50i213[lbproc=128],m01s50i213[lbproc=128],,m01s50i213[lbproc=128],m01s50i213[lbproc=128],,kg m-2 s-1
Variable aerosol.emilnox.tavg-al-hxy-u.mon.GLB (AERmon.emilnox),322,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/322,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emilnox_tavg-al-hxy-u,tendency_of_atmosphere_moles_of_nox_expressed_as_nitrogen,,area: areacella,area: time: mean,Integrate the NOx production for lightning over model layer. proposed name: tendency_of_atmosphere_mass_content_of_nox_from_lightning,longitude latitude alevel time,mon,Layer-Integrated Lightning Production of NOx,aerosol,,,GLB,mol s-1,CMIP6 CMOR variable,,,m01s50i081[lbproc=128],m01s50i081[lbproc=128],,m01s50i081[lbproc=128],m01s50i081[lbproc=128],,mol s-1
Variable aerosol.emiisop.tavg-u-hxy-u.mon.GLB (AERmon.emiisop),320,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/320,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emiisop_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_isoprene_due_to_emission,,area: areacella,area: time: mean,Integrate 3D emission field vertically to 2d field,longitude latitude time,mon,Total Emission Rate of Isoprene,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,(MOLECULAR_MASS_OF_ISOPRENE / (5.0 * ATOMIC_MASS_OF_C)) * (m01s03i495[lbproc=128] * m01s00i505),(MOLECULAR_MASS_OF_ISOPRENE / (5.0 * ATOMIC_MASS_OF_C)) * (m01s03i495[lbproc=128] * m01s00i505),,(MOLECULAR_MASS_OF_ISOPRENE / (5.0 * ATOMIC_MASS_OF_C)) * (m01s03i495[lbproc=128] * m01s00i505),(MOLECULAR_MASS_OF_ISOPRENE / (5.0 * ATOMIC_MASS_OF_C)) * (m01s03i495[lbproc=128] * m01s00i505),,kg m-2 s-1
Variable aerosol.emidust.tavg-u-hxy-u.mon.GLB (AERmon.emidust),318,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/318,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emidust_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_emission,,area: areacella,area: time: mean,Integrate 3D emission field vertically to 2d field.,longitude latitude time,mon,Total Emission Rate of Dust,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,m01s03i401[lbproc=128] + m01s03i402[lbproc=128] + m01s03i403[lbproc=128] + m01s03i404[lbproc=128] + m01s03i405[lbproc=128] + m01s03i406[lbproc=128],m01s03i401[lbproc=128] + m01s03i402[lbproc=128] + m01s03i403[lbproc=128] + m01s03i404[lbproc=128] + m01s03i405[lbproc=128] + m01s03i406[lbproc=128],,m01s03i401[lbproc=128] + m01s03i402[lbproc=128] + m01s03i403[lbproc=128] + m01s03i404[lbproc=128] + m01s03i405[lbproc=128] + m01s03i406[lbproc=128],m01s03i401[lbproc=128] + m01s03i402[lbproc=128] + m01s03i403[lbproc=128] + m01s03i404[lbproc=128] + m01s03i405[lbproc=128] + m01s03i406[lbproc=128],,kg m-2 s-1
Variable aerosol.emidms.tavg-u-hxy-u.mon.GLB (AERmon.emidms),317,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/317,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emidms_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_dimethyl_sulfide_due_to_emission,,area: areacella,area: time: mean,Integrate 3D emission field vertically to 2d field.,longitude latitude time,mon,Total Emission Rate of DMS,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,m01s50i214[lbproc=128],m01s50i214[lbproc=128],,m01s50i214[lbproc=128],m01s50i214[lbproc=128],,kg m-2 s-1
Variable aerosol.emico.tavg-u-hxy-u.mon.GLB (AERmon.emico),316,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/316,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emico_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_carbon_monoxide_due_to_emission,,area: areacella,area: time: mean,Integrate 3D emission field vertically to 2d field.,longitude latitude time,mon,Total Emission Rate of CO,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,m01s50i158[lbproc=128],m01s50i158[lbproc=128],,m01s50i158[lbproc=128],m01s50i158[lbproc=128],,kg m-2 s-1
Variable aerosol.emibvoc.tavg-u-hxy-u.mon.GLB (AERmon.emibvoc),307,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/307,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emibvoc_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_biogenic_nmvoc_expressed_as_carbon_due_to_emission,,area: areacella,area: time: mean,"Integrate 3D emission field vertically to 2d field._If_ fixed molecular weight of NMVOC is not available in model, please provide in units of kilomole m-2 s-1 (i.e. kg m-2 s-1 as if model NMVOC had molecular weight of 1) and add a comment to your file.",longitude latitude time,mon,Total Emission Rate of Biogenic NMVOC,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,(m01s03i495[lbproc=128] + m01s03i496[lbproc=128]) * m01s00i505,(m01s03i495[lbproc=128] + m01s03i496[lbproc=128]) * m01s00i505,,(m01s03i495[lbproc=128] + m01s03i496[lbproc=128]) * m01s00i505,(m01s03i495[lbproc=128] + m01s03i496[lbproc=128]) * m01s00i505,,kg m-2 s-1
Variable aerosol.emibc.tavg-u-hxy-u.mon.GLB (AERmon.emibc),306,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/306,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emibc_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_emission,,area: areacella,area: time: mean,Integrate 3D emission field vertically to 2d field.,longitude latitude time,mon,Total Emission Rate of Black Carbon Aerosol Mass,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,"achem_emdrywet(ATOMIC_MASS_OF_C, m01s38i207[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(ATOMIC_MASS_OF_C, m01s38i207[lbproc=128], sumlev='True', areadiv='True')",,"achem_emdrywet(ATOMIC_MASS_OF_C, m01s38i207[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(ATOMIC_MASS_OF_C, m01s38i207[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.emibbvoc.tavg-u-hxy-u.mon.GLB (AERmon.emibbvoc),305,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/305,mon aerosol do-not-produce,emibbvoc_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_nmvoc_due_to_emission_from_fires,Not present,area: areacella,area: time: mean,Total emission rate of non-methane volatile organic compounds (NMVOCs) from all biomass burning (natural and anthropogenic),longitude latitude time,mon,total emission rate of NMVOC from all biomass burning,aerosol,,,GLB,kg m-2 s-1,New,,,,,,,,,
Variable aerosol.emibbso2.tavg-u-hxy-u.mon.GLB (AERmon.emibbso2),304,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/304,mon aerosol do-not-produce,emibbso2_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_emission_from_fires,Not present,area: areacella,area: time: mean,Total emission rate of SO2 into the atmosphere from all biomass burning (natural and anthropogenic).,longitude latitude time,mon,total emission rate of SO2 from all biomass burning,aerosol,,,GLB,kg m-2 s-1,New,,,,,,,,,
Variable aerosol.emibboa.tavg-u-hxy-u.mon.GLB (AERmon.emibboa),303,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/303,mon aerosol do-not-produce,emibboa_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_emission_from_fires,Not present,area: areacella,area: time: mean,Total emission rate of particulate organic matter (organic aerosol) into the atmosphere from all biomass burning (natural and anthropogenic),longitude latitude time,mon,total emission of organic aerosol from all biomass burning,aerosol,,,GLB,kg m-2 s-1,New,,,,,,,,,
Variable aerosol.emibbnox.tavg-u-hxy-u.mon.GLB (AERmon.emibbnox),302,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/302,mon aerosol do-not-produce,emibbnox_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_nox_expressed_as_nitrogen_due_to_emission_from_fires,Not present,area: areacella,area: time: mean,Total emission rate of nitrogen oxides (NOx) from all biomass burning (natural and anthropogenic),longitude latitude time,mon,total emission rate of NOx from all biomass burning,aerosol,,,GLB,kg m-2 s-1,New,,,,,,,,,
Variable aerosol.emibbnh3.tavg-u-hxy-u.mon.GLB (AERmon.emibbnh3),301,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/301,mon aerosol do-not-produce,emibbnh3_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_ammonia_due_to_emission_from_fires,Not present,area: areacella,area: time: mean,Total emission rate of ammonia (NH3) into the atmosphere from all biomass burning (natural and anthropogenic),longitude latitude time,mon,total emission rate of NH3 from all biomass burning,aerosol,,,GLB,kg m-2 s-1,New,,,,,,,,,
Variable aerosol.emibbdms.tavg-u-hxy-u.mon.GLB (AERmon.emibbdms),300,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/300,mon aerosol do-not-produce,emibbdms_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_dimethyl_sulfide_due_to_emission_from_fires,Not present,area: areacella,area: time: mean,Total emission rate of dimethyl sulfide (DMS) into the atmosphere from all biomass burning (natural and anthropogenic),longitude latitude time,mon,total emission of DMS from all biomass burning,aerosol,,,GLB,kg m-2 s-1,New,,,,,,,,,
Variable aerosol.emibbco.tavg-u-hxy-u.mon.GLB (AERmon.emibbco),299,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/299,mon aerosol do-not-produce,emibbco_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_carbon_monoxide_due_to_emission_from_fires,Not present,area: areacella,area: time: mean,Total emission rate of carbon monoxide (CO) into the atmosphere from all biomass burning (natural and anthropogenic),longitude latitude time,mon,total emission rate of CO from all biomass burning,aerosol,,,GLB,kg m-2 s-1,New,,,,,,,,,
Variable aerosol.emibbch4.tavg-u-hxy-u.mon.GLB (AERmon.emibbch4),298,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/298,mon aerosol do-not-produce,emibbch4_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_methane_due_to_emission_from_fires,Not present,area: areacella,area: time: mean,Total emission rate of methane (CH4) into the atmosphere from all biomass burning (natural and anthropogenic),longitude latitude time,mon,total emission of CH4 from all biomass burning,aerosol,,,GLB,kg m-2 s-1,New,,,,,,,,,
Variable aerosol.emibbbc.tavg-u-hxy-u.mon.GLB (AERmon.emibbbc),297,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/297,mon aerosol do-not-produce,emibbbc_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_emission_from_fires,Not present,area: areacella,area: time: mean,Total emission rate of black carbon aerosol into the atmosphere from all biomass burning (natural and anthropogenic),longitude latitude time,mon,total emission rate of black carbon aerosol mass from all biomass burning,aerosol,,Vertical integral,GLB,kg m-2 s-1,New,,,,,,,,,
Variable aerosol.emiaoa.tavg-u-hxy-u.mon.GLB (AERmon.emiaoa),295,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/295,mon aerosol CMIP6 do-not-produce,emiaoa_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_net_chemical_production_and_emission,,area: areacella,area: time: mean,anthropogenic part of emioa,longitude latitude time,mon,Total Emission Rate of Anthropogenic Organic Aerosol,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable aerosol.emianox.tavg-u-hxy-u.mon.GLB (AERmon.emianox),294,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/294,mon aerosol CMIP6 do-not-produce,emianox_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_nox_expressed_as_nitrogen_due_to_emission,,area: areacella,area: time: mean,"Store flux as Nitrogen. Anthropogenic fraction. NOx=NO+NO2, Includes agricultural waste burning but no other biomass burning. Integrate 3D emission field vertically to 2d field.",longitude latitude time,mon,Total Emission Rate of Anthropogenic NOx,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable aerosol.emiaco.tavg-u-hxy-u.mon.GLB (AERmon.emiaco),293,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/293,mon aerosol CMIP6 do-not-produce,emiaco_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_carbon_monoxide_due_to_emission,"""comment"" was ""Anthropogenic emission of CO."";",area: areacella,area: time: mean,anthrophogenic emission of CO,longitude latitude time,mon,Total Emission Rate of Anthropogenic CO,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable aerosol.dryss.tavg-u-hxy-u.mon.GLB (AERmon.dryss),290,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/290,mon aerosol CMIP6 UKESM1 approved,dryss_tavg-u-hxy-u,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_dry_deposition,"""comment"" was ""Dry deposition includes gravitational settling, impact scavenging, and turbulent deposition."";",area: areacella,area: time: mean,Dry Deposition Rate of Sea-Salt Aerosol,longitude latitude time,mon,Dry Deposition Rate of Sea-Salt Aerosol,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,"achem_emdrywet(MOLECULAR_MASS_OF_NACL, m01s38i218[lbproc=128] + m01s38i219[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_NACL, m01s38i218[lbproc=128] + m01s38i219[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.dryso4.tavg-u-hxy-u.mon.GLB (AERmon.dryso4),289,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/289,mon aerosol CMIP6 UKESM1 approved,dryso4_tavg-u-hxy-u,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_dry_deposition,"""comment"" was ""dry deposition includes gravitational settling, impact scavenging, and turbulent deposition"";",area: areacella,area: time: mean,Dry Deposition Rate of SO4,longitude latitude time,mon,Dry Deposition Rate of SO4,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,"achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s38i214[lbproc=128] + m01s38i215[lbproc=128] + m01s38i216[lbproc=128] + m01s38i217[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s38i214[lbproc=128] + m01s38i215[lbproc=128] + m01s38i216[lbproc=128] + m01s38i217[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.dryso2.tavg-u-hxy-u.mon.GLB (AERmon.dryso2),288,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/288,mon aerosol CMIP6 UKESM1 approved,dryso2_tavg-u-hxy-u,minus_tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_dry_deposition,"""comment"" was ""dry deposition includes gravitational settling, impact scavenging, and turbulent deposition"";",area: areacella,area: time: mean,Dry Deposition Rate of SO2,longitude latitude time,mon,Dry Deposition Rate of SO2,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,"achem_emdrywet(MOLECULAR_MASS_OF_SO2, m01s50i154[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_SO2, m01s50i154[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.dryoa.tavg-u-hxy-u.mon.GLB (AERmon.dryoa),287,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/287,mon aerosol CMIP6 UKESM1 approved,dryoa_tavg-u-hxy-u,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_dry_deposition,"""comment"" was ""Tendency of atmosphere mass content of organic dry aerosol due to dry deposition: This is the sum of dry deposition of primary organic aerosol (POA) and dry deposition of secondary organic aerosol (SOA). Here, mass refers to the mass of organic matter, not mass of organic carbon alone. We recommend a scale factor of POM=1.4*OC, unless your model has more detailed info available. Was called dry_pom in old ACCMIP Excel table. Dry deposition includes gravitational settling, impact scavenging, and turbulent deposition."";",area: areacella,area: time: mean,Dry Deposition Rate of Dry Aerosol Total Organic Matter,longitude latitude time,mon,Dry Deposition Rate of Dry Aerosol Total Organic Matter,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,"achem_emdrywet(ATOMIC_MASS_OF_C * CONV_C_ORGM, m01s38i224[lbproc=128] + m01s38i225[lbproc=128] + m01s38i226[lbproc=128] + m01s38i227[lbproc=128] + m01s38i228[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(ATOMIC_MASS_OF_C * CONV_C_ORGM, m01s38i224[lbproc=128] + m01s38i225[lbproc=128] + m01s38i226[lbproc=128] + m01s38i227[lbproc=128] + m01s38i228[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.dryo3.tavg-u-hxy-u.mon.GLB (AERmon.dryo3),286,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/286,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,dryo3_tavg-u-hxy-u,minus_tendency_of_atmosphere_mass_content_of_ozone_due_to_dry_deposition,"""comment"" was ""dry deposition includes gravitational settling, impact scavenging, and turbulent deposition."";",area: areacella,area: time: mean,Dry Deposition Rate of O3,longitude latitude time,mon,Dry Deposition Rate of O3,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,"achem_emdrywet(MOLECULAR_MASS_OF_O3, m01s50i131[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_O3, m01s50i131[lbproc=128], sumlev='True', areadiv='True')",,"achem_emdrywet(MOLECULAR_MASS_OF_O3, m01s50i131[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_O3, m01s50i131[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.dryno3.tavg-u-hxy-u.mon.GLB (AERmon.dryno3),284,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/284,mon aerosol do-not-produce,dryno3_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_due_to_dry_deposition,Not present,area: areacella,area: time: mean,Loss rate of nitrate (NO3) aerosol from the atmosphere due to dry deposition,longitude latitude time,mon,dry deposition of NO3 aerosol,aerosol,,,GLB,kg m-2 s-1,New,,,,,,"achem_emdrywet(MOLECULAR_MASS_OF_NO3, m01s38i588[lbproc=128] + m01s38i589[lbproc=128] + m01s38i590[lbproc=128] + m01s38i591[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_NO3, m01s38i588[lbproc=128] + m01s38i589[lbproc=128] + m01s38i590[lbproc=128] + m01s38i591[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.drydust.tavg-u-hxy-u.mon.GLB (AERmon.drydust),279,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/279,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,drydust_tavg-u-hxy-u,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_dry_deposition,"""comment"" was ""Dry deposition includes gravitational settling, impact scavenging, and turbulent deposition."";",area: areacella,area: time: mean,Dry Deposition Rate of Dust,longitude latitude time,mon,Dry Deposition Rate of Dust,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,m01s03i441[lbproc=128] + m01s03i442[lbproc=128] + m01s03i443[lbproc=128] + m01s03i444[lbproc=128] + m01s03i445[lbproc=128] + m01s03i446[lbproc=128] + m01s03i451[lbproc=128] + m01s03i452[lbproc=128] + m01s03i453[lbproc=128] + m01s03i454[lbproc=128] + m01s03i455[lbproc=128] + m01s03i456[lbproc=128],m01s03i441[lbproc=128] + m01s03i442[lbproc=128] + m01s03i443[lbproc=128] + m01s03i444[lbproc=128] + m01s03i445[lbproc=128] + m01s03i446[lbproc=128] + m01s03i451[lbproc=128] + m01s03i452[lbproc=128] + m01s03i453[lbproc=128] + m01s03i454[lbproc=128] + m01s03i455[lbproc=128] + m01s03i456[lbproc=128],,m01s03i441[lbproc=128] + m01s03i442[lbproc=128] + m01s03i443[lbproc=128] + m01s03i444[lbproc=128] + m01s03i445[lbproc=128] + m01s03i446[lbproc=128] + m01s03i451[lbproc=128] + m01s03i452[lbproc=128] + m01s03i453[lbproc=128] + m01s03i454[lbproc=128] + m01s03i455[lbproc=128] + m01s03i456[lbproc=128],m01s03i441[lbproc=128] + m01s03i442[lbproc=128] + m01s03i443[lbproc=128] + m01s03i444[lbproc=128] + m01s03i445[lbproc=128] + m01s03i446[lbproc=128] + m01s03i451[lbproc=128] + m01s03i452[lbproc=128] + m01s03i453[lbproc=128] + m01s03i454[lbproc=128] + m01s03i455[lbproc=128] + m01s03i456[lbproc=128],,kg m-2 s-1
Variable aerosol.drybc.tavg-u-hxy-u.mon.GLB (AERmon.drybc),278,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/278,mon aerosol CMIP6 UKESM1 approved,drybc_tavg-u-hxy-u,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_dry_deposition,"""comment"" was ""Dry deposition includes gravitational settling, impact scavenging, and turbulent deposition."";",area: areacella,area: time: mean,Dry Deposition Rate of Black Carbon Aerosol Mass,longitude latitude time,mon,Dry Deposition Rate of Black Carbon Aerosol Mass,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,"achem_emdrywet(ATOMIC_MASS_OF_C, m01s38i220[lbproc=128] + m01s38i221[lbproc=128] + m01s38i222[lbproc=128] + m01s38i223[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(ATOMIC_MASS_OF_C, m01s38i220[lbproc=128] + m01s38i221[lbproc=128] + m01s38i222[lbproc=128] + m01s38i223[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.conccn.tavg-al-hxy-u.mon.GLB (AERmon.conccn),275,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/275,mon aerosol approved,conccn_tavg-al-hxy-u,number_concentration_of_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,This is the number concentration of air particles in air,longitude latitude alevel time,mon,Aerosol Number Concentration,aerosol,,,GLB,m-3,New,,,m01s38i504[lbproc=128]+m01s38i505[lbproc=128]+m01s38i506[lbproc=128]+m01s38i507[lbproc=128]+m01s38i508[lbproc=128],m01s38i504[lbproc=128]+m01s38i505[lbproc=128]+m01s38i506[lbproc=128]+m01s38i507[lbproc=128]+m01s38i508[lbproc=128],,m01s38i504[lbproc=128]+m01s38i505[lbproc=128]+m01s38i506[lbproc=128]+m01s38i507[lbproc=128]+m01s38i508[lbproc=128],m01s38i504[lbproc=128]+m01s38i505[lbproc=128]+m01s38i506[lbproc=128]+m01s38i507[lbproc=128]+m01s38i508[lbproc=128],,m-3
Variable aerosol.cod.tavg-u-hxy-u.mon.GLB (AERmon.cod),274,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/274,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,cod_tavg-u-hxy-u,atmosphere_optical_thickness_due_to_cloud,"""comment"" was ""The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path. A coordinate variable of radiation_wavelength or radiation_frequency can be specified to indicate that the optical thickness applies at specific wavelengths or frequencies. The atmosphere optical thickness applies to radiation passing through the entire atmosphere. 'Cloud' means the component of extinction owing to the presence of liquid or ice water particles. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase."";",area: areacella,area: time: mean,"The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path. A coordinate variable of radiation_wavelength or radiation_frequency can be specified to indicate that the optical thickness applies at specific wavelengths or frequencies. The atmosphere optical thickness applies to radiation passing through the entire atmosphere. ""Cloud"" means the component of extinction owing to the presence of liquid or ice water particles. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase.",longitude latitude time,mon,Cloud Optical Depth,aerosol,,,GLB,1,CMIP6 CMOR variable,,,m01s02i332[lbproc=128] / m01s02i334[lbproc=128],m01s02i332[lbproc=128] / m01s02i334[lbproc=128],,m01s02i332[lbproc=128] / m01s02i334[lbproc=128],m01s02i332[lbproc=128] / m01s02i334[lbproc=128],,1
Variable aerosol.co.tavg-al-hxy-u.mon.GLB (AERmon.co),272,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/272,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,co_tavg-al-hxy-u,mole_fraction_of_carbon_monoxide_in_air,,area: areacella,area: time: mean,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",longitude latitude alevel time,mon,CO Volume Mixing Ratio,aerosol,,,GLB,mol mol-1,CMIP6 CMOR variable,,,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * m01s34i010[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * m01s34i010[lbproc=128],,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * m01s34i010[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * m01s34i010[lbproc=128],,mol mol-1
